entity_id,gov_GOV_CMS,gov_GOV_DHS,gov_GOV_DOC,gov_GOV_DOD,gov_GOV_DOJ,gov_GOV_DOT,gov_GOV_ENERGY,gov_GOV_EOP,gov_GOV_EPA,gov_GOV_HHS,gov_GOV_HOUSE,gov_GOV_LABOR,gov_GOV_SENATE,gov_GOV_STATE,gov_GOV_TREASURY,gov_GOV_USDA,gov_GOV_WHITEHOUSE,issue_ACC,issue_ADV,issue_AER,issue_AGR,issue_ALC,issue_ANI,issue_APP,issue_ART,issue_AUT,issue_AVI,issue_BAN,issue_BEV,issue_BNK,issue_BUD,issue_CAW,issue_CDT,issue_CHM,issue_CIV,issue_COM,issue_CON,issue_CPI,issue_CPT,issue_CSP,issue_DEF,issue_DIS,issue_DOC,issue_ECN,issue_EDU,issue_ENG,issue_ENV,issue_FAM,issue_FIN,issue_FIR,issue_FOO,issue_FOR,issue_FUE,issue_GAM,issue_GOV,issue_HCR,issue_HOM,issue_HOU,issue_IMM,issue_IND,issue_INS,issue_INT,issue_LAW,issue_LBR,issue_MAN,issue_MAR,issue_MED,issue_MIA,issue_MMM,issue_MON,issue_NAT,issue_PHA,issue_POS,issue_REL,issue_RES,issue_RET,issue_ROD,issue_RRR,issue_SCI,issue_SMB,issue_SPO,issue_TAR,issue_TAX,issue_TEC,issue_TOB,issue_TOR,issue_TOU,issue_TRA,issue_TRD,issue_TRU,issue_UNM,issue_URB,issue_UTI,issue_VET,issue_WAS,issue_WEL,num_log_spend,num_log_filings
firm_7257,0.376545,0.595221,0.78573,0.282738,0.658116,0.266481,0.575763,1.192176,0.561582,0.500892,0.707973,0.0,0.795444,0.0,1.479453,0.481047,1.195527,0.015409,0.0,0.011404,0.096423,0.0,0.008338,0.0,0.01748,0.007817,0.038402,0.133579,0.0,0.016965,0.268074,0.007379,0.003792,0.0,0.016965,0.021624,0.0,0.037308,0.06012,0.066825,0.118521,0.01649,0.0,0.02078,0.093911,0.221589,0.114123,0.0,0.280597,0.007817,0.029459,0.126318,0.006919,0.041883,0.227772,0.319828,0.083308,0.061104,0.072955,0.025586,0.050372,0.006992,0.057521,0.164159,0.028476,0.028453,0.057337,0.0142,0.132222,0.015635,0.198436,0.045155,0.0,0.0,0.051605,0.032479,0.003587,0.0,0.084504,0.041037,0.018586,0.01354,0.581719,0.169562,0.018053,0.009701,0.032613,0.098501,0.201625,0.019315,0.006383,0.045386,0.0,0.050519,0.0,0.0,0.190549,0.157597
firm_682,0.459663,0.591582,0.9492,0.375459,0.404802,0.525714,0.443136,1.292343,0.409266,0.639222,0.771105,0.0,0.920076,0.0,1.013484,0.381126,1.378542,0.007888,0.011003,0.027448,0.113337,0.001895,0.011556,0.020097,0.007472,0.033557,0.0501,0.08305,0.010742,0.00432,0.254154,0.013032,0.005164,0.02916,0.01699,0.018826,0.018624,0.049481,0.093822,0.112254,0.168726,0.024545,0.0,0.048851,0.068011,0.193886,0.10968,0.0,0.124973,0.008005,0.006831,0.10894,0.029433,0.013466,0.097923,0.400781,0.077953,0.016614,0.078064,0.053617,0.04688,0.012325,0.049921,0.101303,0.109004,0.034766,0.025351,0.001895,0.185074,0.0,0.027569,0.040961,0.023029,0.0,0.00432,0.038143,0.012223,0.010586,0.08161,0.072919,0.014964,0.022535,0.51328,0.097194,0.009697,0.015534,0.009697,0.239765,0.410715,0.003528,0.001895,0.005839,0.019677,0.063723,0.0,0.008726,0.189808,0.155108
firm_5357,0.859302,0.422817,0.948354,0.450648,0.384489,0.422676,0.25599,1.170207,0.175503,1.074429,1.08402,0.0,0.880758,0.0,0.639252,0.285876,1.261968,0.0,0.0,0.0,0.061415,0.006303,0.004156,0.0,0.018251,0.020104,0.031906,0.051086,0.019933,0.023009,0.287159,0.014782,0.011508,0.014782,0.0,0.004156,0.006303,0.059372,0.063217,0.068613,0.180794,0.0,0.0,0.046509,0.063126,0.063498,0.06641,0.0,0.146277,0.0,0.07689,0.207466,0.006644,0.014095,0.12562,0.705135,0.032345,0.027783,0.055458,0.004156,0.038226,0.0,0.015217,0.075652,0.124629,0.027042,0.015217,0.0,0.202292,0.0,0.036115,0.078425,0.0,0.0,0.006303,0.026726,0.011508,0.014095,0.053988,0.040848,0.004156,0.056221,0.25694,0.181924,0.0,0.0,0.0,0.166586,0.226745,0.0,0.0,0.0,0.0,0.018251,0.0,0.006303,0.187142,0.151133
firm_75557,0.358059,0.743778,0.511086,0.85866,0.647016,0.34824,0.286701,0.977394,0.331599,0.58143,1.362921,0.0,1.363113,0.0,0.423564,0.621606,1.00659,0.0,0.0,0.025973,0.212649,0.013045,0.030836,0.0,0.0,0.011032,0.069562,0.038165,0.007007,0.007007,0.689906,0.008091,0.0,0.006267,0.007664,0.019484,0.0,0.024023,0.01705,0.019092,0.344533,0.039743,0.0,0.041805,0.144904,0.107599,0.076101,0.007007,0.051098,0.004955,0.050666,0.060044,0.014358,0.004431,0.059715,0.319346,0.154022,0.014179,0.081277,0.025007,0.015653,0.018684,0.047047,0.094439,0.033202,0.035135,0.042491,0.0,0.139387,0.0,0.044387,0.025455,0.0,0.0,0.009885,0.012522,0.012366,0.0,0.123947,0.035341,0.014947,0.007348,0.247556,0.052063,0.008177,0.0,0.005297,0.120681,0.161144,0.003303,0.013471,0.029505,0.0,0.039197,0.0,0.01051,0.186538,0.156996
firm_18466,0.490956,0.610206,0.400506,0.657099,0.607479,0.849351,0.498498,0.932169,0.487881,0.641526,1.269804,0.0,1.22295,0.0,0.646812,0.24933,1.161219,0.007948,0.0,0.024089,0.078702,0.004929,0.0,0.003974,0.0,0.011229,0.114086,0.06603,0.0,0.0,0.615759,0.020265,0.003974,0.05788,0.012567,0.012567,0.012567,0.016541,0.019375,0.043868,0.271385,0.055589,0.0,0.047782,0.058765,0.209049,0.150595,0.0,0.101166,0.0,0.016365,0.024958,0.007255,0.029401,0.056989,0.357998,0.140855,0.129487,0.064484,0.052102,0.0,0.0,0.065258,0.074603,0.066056,0.0,0.048623,0.0,0.128953,0.0,0.075766,0.041799,0.015418,0.0,0.0,0.0,0.0,0.027095,0.062308,0.019147,0.00513,0.017772,0.291429,0.074469,0.026658,0.0,0.007255,0.301578,0.148724,0.007948,0.0,0.029524,0.014809,0.040134,0.018219,0.014608,0.186444,0.155354
firm_314237,0.276705,0.595032,0.821256,0.699609,0.591807,0.361815,0.371781,1.295067,0.60798,0.393288,0.783132,0.0,0.74337,0.0,1.266237,0.570168,1.220748,0.0,0.010385,0.034799,0.227959,0.0,0.00785,0.011991,0.0,0.009288,0.045694,0.128815,0.02128,0.0,0.23562,0.006568,0.0,0.015047,0.034204,0.054282,0.0,0.190289,0.047502,0.137931,0.297439,0.068928,0.0,0.031364,0.025141,0.138674,0.251096,0.005996,0.282623,0.0,0.059474,0.055051,0.017308,0.0,0.089958,0.231342,0.077297,0.05494,0.066745,0.010385,0.060856,0.042607,0.041026,0.304934,0.066941,0.0,0.018864,0.023488,0.081806,0.0,0.005037,0.028597,0.01847,0.0,0.008479,0.061655,0.012119,0.005996,0.097687,0.08933,0.0,0.037149,0.484253,0.076664,0.0,0.0,0.0,0.174542,0.248485,0.009288,0.005551,0.0,0.006923,0.040858,0.0,0.0,0.184896,0.14578
firm_401104288,0.52062,0.749475,1.031829,0.426513,0.753192,0.597894,0.725664,1.206864,0.425181,0.637644,0.605121,0.0,0.737517,0.0,0.975963,0.210654,1.232244,0.0,0.0,0.02113,0.060542,0.0,0.0,0.0,0.0,0.039412,0.074705,0.093271,0.032193,0.0,0.25783,0.009961,0.042259,0.019921,0.018587,0.062306,0.0,0.080685,0.063837,0.029152,0.159875,0.03139,0.0,0.007715,0.104526,0.34335,0.121388,0.0,0.154204,0.0,0.008626,0.056969,0.009961,0.077016,0.386469,0.311434,0.091244,0.02113,0.065076,0.0,0.0,0.011294,0.013364,0.209736,0.037292,0.009961,0.109739,0.011294,0.184427,0.0,0.084162,0.092066,0.0,0.0,0.089646,0.008626,0.0,0.0,0.107461,0.020525,0.0,0.079563,0.378583,0.168718,0.02113,0.008626,0.017252,0.228208,0.263213,0.029882,0.0,0.036071,0.0,0.037133,0.017252,0.013364,0.183606,0.144711
firm_313715,0.95304,0.123465,0.533112,0.195552,0.222612,0.126351,0.227448,1.161525,0.230736,1.046781,0.834999,0.0,1.163124,0.0,1.314015,0.22107,1.145883,0.0,0.017069,0.0,0.093905,0.0,0.0,0.0,0.0,0.013937,0.054769,0.111233,0.0,0.0,0.272383,0.0,0.0,0.024037,0.0,0.02065,0.009855,0.0,0.013937,0.013937,0.081187,0.016549,0.0,0.031005,0.0,0.105261,0.060319,0.0,0.254588,0.012069,0.012069,0.037728,0.0,0.038075,0.006968,0.508124,0.006695,0.032673,0.041536,0.009855,0.05835,0.0,0.031779,0.0418,0.034832,0.0,0.034934,0.010795,0.392276,0.0,0.017069,0.055144,0.0,0.0,0.032298,0.0,0.0,0.0,0.010795,0.09421,0.0,0.024037,0.568624,0.090078,0.017069,0.0,0.038075,0.056738,0.179382,0.0,0.0,0.008534,0.0,0.052428,0.0,0.0,0.181646,0.147299
firm_30906,0.236196,0.627207,0.754395,0.365289,0.597777,0.704901,0.296376,1.198917,0.616644,0.407244,1.149468,0.0,1.170489,0.0,0.753924,0.410802,1.222386,0.005779,0.0,0.014447,0.138065,0.0,0.011557,0.0,0.005779,0.066475,0.083701,0.024706,0.0,0.0,0.516836,0.052767,0.0,0.031925,0.00546,0.015994,0.0,0.051615,0.038136,0.062201,0.18967,0.129374,0.0,0.026261,0.084225,0.115233,0.189722,0.0,0.078308,0.0,0.018343,0.085166,0.014916,0.0,0.122021,0.281063,0.118937,0.051212,0.104209,0.013792,0.011239,0.027921,0.043915,0.106791,0.071067,0.069134,0.06703,0.028894,0.077674,0.008014,0.092214,0.00546,0.0,0.0,0.015021,0.029603,0.008014,0.017478,0.06022,0.045038,0.011239,0.014447,0.416942,0.100771,0.0,0.0,0.0,0.323046,0.314415,0.009137,0.0,0.069336,0.0,0.017018,0.0,0.0,0.181411,0.141537
firm_284950,0.87642,0.5442,0.955176,0.267771,0.374598,0.23277,0.276111,1.10418,0.263487,0.969393,0.86424,0.0,1.036407,0.0,0.913176,0.154803,1.331793,0.022732,0.0,0.0,0.061608,0.013852,0.019974,0.0,0.0,0.015376,0.047491,0.049636,0.0,0.006954,0.361346,0.021004,0.0,0.021004,0.044738,0.074488,0.016309,0.169514,0.071155,0.149105,0.138467,0.032832,0.0,0.040977,0.007688,0.101599,0.112879,0.006658,0.119459,0.008155,0.027065,0.052324,0.013282,0.0,0.073365,0.481808,0.111902,0.04453,0.059913,0.013316,0.091829,0.035438,0.029923,0.15542,0.078463,0.030255,0.029229,0.0,0.317236,0.0,0.013316,0.089677,0.0,0.0,0.005955,0.03145,0.006164,0.02063,0.110081,0.037257,0.0,0.006658,0.447667,0.12014,0.0,0.010315,0.0,0.093354,0.28181,0.016479,0.0,0.0,0.013612,0.076305,0.0,0.0,0.181358,0.143826
firm_400976792,0.530991,0.241455,0.567519,0.312435,0.494142,0.263226,0.46596,1.17069,0.552969,0.770415,1.151739,0.0,1.238829,0.0,0.954918,0.290805,1.257783,0.0,0.0,0.015454,0.102396,0.0,0.009778,0.0,0.025404,0.006184,0.080044,0.088679,0.018831,0.0,0.52731,0.038065,0.009053,0.0,0.007222,0.040045,0.0,0.060683,0.057993,0.08548,0.144267,0.0,0.0,0.039817,0.046726,0.181295,0.176383,0.0,0.138982,0.0,0.008468,0.030352,0.031155,0.009778,0.13149,0.411333,0.034425,0.030941,0.037425,0.0,0.020489,0.031155,0.04131,0.117926,0.042222,0.017521,0.041518,0.009778,0.212978,0.0,0.027299,0.079482,0.0,0.0,0.0,0.039623,0.0,0.0,0.08735,0.033384,0.017,0.035454,0.4739,0.16968,0.009778,0.0,0.009778,0.078433,0.163568,0.013828,0.0,0.0,0.022687,0.077091,0.0,0.0,0.181248,0.143341
firm_400534596,0.800511,0.365337,0.534285,0.409698,0.736977,0.539472,0.10953,1.077354,0.239481,0.902937,1.114287,0.0,1.21167,0.0,0.925506,0.168459,1.139379,0.048724,0.008436,0.013602,0.074552,0.0,0.0,0.0,0.0,0.051872,0.115241,0.070231,0.012417,0.0,0.527732,0.018054,0.013602,0.008436,0.0,0.023221,0.0,0.0,0.095972,0.051095,0.148266,0.039599,0.0,0.007853,0.069432,0.038429,0.093107,0.0,0.228365,0.0,0.021507,0.031163,0.0,0.030416,0.061475,0.525591,0.04829,0.034777,0.057838,0.008436,0.041549,0.0,0.021198,0.092218,0.086532,0.021507,0.066273,0.0,0.303781,0.0,0.008436,0.056262,0.029057,0.0,0.0,0.015208,0.0,0.0,0.130766,0.025996,0.0,0.019932,0.300744,0.16327,0.012417,0.0,0.0,0.156322,0.104572,0.013602,0.0,0.087575,0.0,0.021507,0.0,0.022383,0.181205,0.149739
firm_8453,0.105597,0.519675,0.670071,1.015035,0.453009,0.474585,1.125444,0.95439,1.041786,0.142602,1.055337,0.0,1.095135,0.0,0.553206,0.435492,0.846858,0.011255,0.0,0.021675,0.105235,0.0,0.0,0.0,0.01042,0.032302,0.030749,0.0,0.0,0.0,0.515635,0.063077,0.0,0.007958,0.009747,0.034853,0.0,0.045551,0.0,0.035411,0.413212,0.00919,0.0,0.089212,0.025664,0.437303,0.258613,0.012329,0.043418,0.0,0.0,0.0,0.024204,0.009747,0.033622,0.080243,0.06045,0.0,0.036642,0.0,0.0,0.0,0.009747,0.062474,0.080225,0.064102,0.0,0.009747,0.027569,0.0,0.202157,0.0,0.017907,0.0,0.050322,0.0,0.0,0.019494,0.043571,0.00919,0.0,0.007958,0.348648,0.05077,0.0,0.0,0.025664,0.208998,0.161011,0.021519,0.0,0.0,0.029701,0.029701,0.025664,0.0,0.18119,0.146003
firm_20744,0.927924,0.489054,0.756456,0.312831,0.335997,0.088479,0.270189,1.250436,0.229542,1.01472,0.805599,0.0,1.089438,0.0,0.910218,0.195222,1.29906,0.0,0.0,0.011082,0.057737,0.0,0.0,0.013572,0.007836,0.007836,0.022163,0.081061,0.01026,0.013572,0.362423,0.0,0.01026,0.007836,0.007255,0.027811,0.0,0.0606,0.074489,0.050614,0.166146,0.032524,0.0,0.015839,0.040247,0.122762,0.083381,0.0,0.112815,0.009597,0.023221,0.063755,0.040717,0.009048,0.060576,0.469532,0.09716,0.007836,0.097894,0.009048,0.039284,0.0,0.03249,0.172789,0.04712,0.008584,0.048438,0.0,0.397145,0.0,0.007836,0.044916,0.0,0.0,0.009048,0.035736,0.015091,0.0,0.043529,0.044629,0.0,0.045907,0.471793,0.036253,0.013572,0.035309,0.02013,0.063114,0.306649,0.0,0.02013,0.0,0.0,0.03324,0.0,0.0,0.181012,0.142347
firm_400531586,0.291867,0.613065,0.748806,0.480918,0.779964,0.591474,0.316836,1.239513,0.318918,0.457296,1.005714,0.0,1.051383,0.0,1.108332,0.314286,1.182006,0.033475,0.013893,0.0,0.114142,0.0,0.0,0.0,0.010611,0.05798,0.088522,0.122073,0.015006,0.0,0.460601,0.015006,0.0,0.015006,0.011624,0.047369,0.008664,0.129969,0.061377,0.09216,0.206477,0.049913,0.0,0.0,0.046908,0.121697,0.101751,0.0,0.197427,0.016439,0.0,0.025103,0.06903,0.025992,0.113739,0.30044,0.135705,0.112574,0.043895,0.044371,0.050122,0.011624,0.085506,0.220345,0.021222,0.108333,0.011624,0.0,0.093064,0.0,0.025992,0.035115,0.012253,0.0,0.0,0.047278,0.0,0.016439,0.025517,0.045267,0.0,0.030332,0.44667,0.083082,0.015006,0.0,0.021222,0.172624,0.358769,0.036758,0.0,0.036758,0.0289,0.045422,0.0,0.011624,0.180654,0.144331
firm_32098,0.136956,0.420009,0.844377,0.58431,0.313347,0.680424,0.760044,1.119102,0.604548,0.194103,0.847962,0.0,1.042524,0.0,1.281765,0.158907,1.217379,0.033369,0.0,0.050873,0.048563,0.0,0.0,0.0,0.0,0.04216,0.163383,0.104359,0.0,0.0,0.34088,0.016684,0.013623,0.014923,0.009633,0.025475,0.0,0.011123,0.016684,0.110922,0.229074,0.010552,0.0,0.011123,0.024556,0.324789,0.177725,0.0,0.136491,0.0,0.0,0.054863,0.011798,0.0,0.0,0.107234,0.050792,0.0,0.033808,0.0,0.023595,0.0,0.038033,0.038179,0.085966,0.235207,0.0,0.0,0.046992,0.0,0.065252,0.010552,0.066738,0.0,0.014923,0.016684,0.0,0.055203,0.1365,0.026235,0.0,0.0,0.604147,0.072577,0.033369,0.0,0.0,0.209461,0.283498,0.010552,0.013623,0.0,0.027807,0.009633,0.0,0.0,0.18017,0.144152
firm_401108853,0.0,0.0,0.0,1.254798,1.575609,0.0,0.0,1.169115,0.0,0.0,1.338792,0.0,1.335567,0.0,0.0,0.0,0.0,0.185695,0.185695,0.0,0.0,0.0,0.0,0.0,0.185695,0.0,0.0,0.185695,0.0,0.0,0.185695,0.0,0.185695,0.0,0.185695,0.185695,0.185695,0.0,0.185695,0.0,0.185695,0.0,0.185695,0.185695,0.185695,0.0,0.0,0.185695,0.185695,0.0,0.0,0.0,0.0,0.0,0.185695,0.185695,0.0,0.0,0.0,0.185695,0.0,0.0,0.185695,0.0,0.0,0.185695,0.0,0.0,0.0,0.185695,0.0,0.0,0.0,0.185695,0.185695,0.0,0.0,0.0,0.0,0.185695,0.0,0.0,0.0,0.0,0.0,0.185695,0.0,0.0,0.185695,0.0,0.185695,0.0,0.185695,0.0,0.0,0.0,0.179997,0.037053
firm_39837,0.296076,0.689139,0.102657,0.54129,0.604716,0.569514,0.136263,0.805791,0.316335,0.601317,1.569627,0.0,1.515828,0.0,0.59316,0.279327,1.059729,0.007854,0.02078,0.032639,0.103788,0.0,0.013142,0.0,0.005877,0.014693,0.097041,0.022547,0.0,0.0,0.690376,0.057426,0.0,0.0,0.01039,0.007854,0.0,0.0,0.0,0.035473,0.222932,0.035857,0.0,0.023527,0.161031,0.05705,0.110743,0.008483,0.056469,0.0,0.016966,0.058148,0.0,0.0,0.07238,0.330653,0.174257,0.032343,0.084445,0.017874,0.025139,0.005877,0.048174,0.095393,0.01039,0.025127,0.068143,0.0,0.110766,0.0,0.042098,0.014693,0.007854,0.0,0.047521,0.013142,0.016966,0.030109,0.157657,0.082566,0.0,0.0,0.336394,0.070474,0.018873,0.013142,0.00886,0.196158,0.032392,0.013142,0.0,0.069017,0.024489,0.108354,0.0,0.0,0.179418,0.149886
firm_313271,0.242382,0.322233,0.940653,0.32577,0.811797,0.321348,0.268368,1.329126,0.195021,0.463359,0.889557,0.0,1.105656,0.0,0.996468,0.182619,1.397415,0.025501,0.0,0.0,0.020353,0.0,0.020353,0.0,0.023502,0.041656,0.097303,0.124881,0.0,0.0,0.518362,0.0,0.0,0.009594,0.044658,0.033225,0.0,0.152983,0.036541,0.157081,0.132286,0.021755,0.0,0.091536,0.125937,0.097067,0.062403,0.0,0.233706,0.0,0.064207,0.075276,0.009594,0.035738,0.046302,0.244388,0.041057,0.0,0.074135,0.0,0.081918,0.012273,0.094372,0.261298,0.065552,0.020353,0.023502,0.045401,0.110546,0.0,0.023502,0.0,0.009594,0.0,0.0,0.087215,0.0,0.0,0.216665,0.021868,0.0,0.0,0.436809,0.121051,0.020353,0.018204,0.015385,0.121636,0.278646,0.03474,0.012872,0.0,0.0,0.0,0.0,0.0,0.178762,0.138336
firm_1171,0.400515,0.374358,0.871434,0.447774,0.375762,0.586113,0.777804,1.158888,0.782499,0.510858,0.989991,0.0,1.10205,0.0,0.4923,0.211332,1.397112,0.0,0.0,0.025179,0.064174,0.014749,0.011149,0.0,0.0,0.071346,0.02432,0.026917,0.014749,0.014749,0.518993,0.068428,0.060968,0.04448,0.012043,0.101541,0.0,0.094979,0.059774,0.124443,0.198244,0.060291,0.0,0.106057,0.067056,0.309583,0.183425,0.0,0.041716,0.0,0.014749,0.03896,0.043948,0.0,0.040653,0.281868,0.063836,0.0,0.012043,0.0,0.028227,0.020859,0.020859,0.082976,0.073089,0.02,0.0,0.0,0.129126,0.0,0.034626,0.05491,0.0,0.0,0.009571,0.015768,0.045055,0.0,0.144213,0.039377,0.0,0.011149,0.423694,0.08622,0.020859,0.0,0.0,0.273088,0.252677,0.038371,0.018657,0.0,0.051546,0.02432,0.0,0.0,0.178725,0.140115
firm_401104313,0.410139,0.389646,0.687705,0.086055,0.577146,0.15465,0.787101,1.396095,0.451638,0.591864,0.6912,0.0,0.831927,0.0,1.084767,0.314016,1.508154,0.0,0.0,0.052212,0.119416,0.0,0.0,0.0,0.026106,0.017404,0.13982,0.086375,0.021315,0.0,0.240088,0.0,0.0,0.026106,0.015072,0.0,0.0,0.030145,0.012663,0.057464,0.084774,0.069396,0.0,0.09976,0.064875,0.332637,0.134435,0.0,0.238566,0.02335,0.04747,0.049456,0.102091,0.0,0.178037,0.354884,0.060269,0.030145,0.121126,0.0,0.052212,0.0,0.077969,0.211143,0.052376,0.017404,0.012663,0.0,0.222776,0.0,0.013954,0.0,0.0,0.0,0.0,0.026106,0.0,0.026106,0.079946,0.086318,0.0,0.029026,0.536487,0.04351,0.021315,0.0,0.052212,0.059094,0.25039,0.0,0.017404,0.0,0.071946,0.017404,0.0,0.0,0.177828,0.131138
firm_41454,0.603645,0.439266,0.641547,0.248694,0.223557,0.421404,0.218289,1.185324,0.289839,0.690633,1.076772,0.0,1.073034,0.0,1.207608,0.365163,1.351125,0.0,0.0,0.020361,0.106172,0.02367,0.0,0.038653,0.0,0.010585,0.0675,0.095922,0.0,0.0,0.332672,0.006695,0.03864,0.0,0.011158,0.045413,0.0,0.065281,0.032656,0.070616,0.185212,0.033578,0.0,0.032195,0.055139,0.095999,0.074844,0.0,0.173891,0.0,0.038402,0.045347,0.0,0.0,0.057232,0.372305,0.06774,0.0,0.082552,0.01497,0.034296,0.0,0.017853,0.090787,0.136787,0.042865,0.035267,0.011158,0.267096,0.0,0.028193,0.080959,0.0,0.0,0.0,0.121783,0.0,0.0,0.030453,0.0,0.006695,0.030403,0.580579,0.020361,0.0,0.0,0.011158,0.157327,0.339271,0.010585,0.0,0.0,0.01497,0.03459,0.0,0.0,0.177677,0.139762
firm_304736,1.421319,0.017661,0.036936,0.03933,0.133566,0.056433,0.017661,0.449052,0.0,1.613598,1.132998,0.0,1.172133,0.0,0.048729,0.017661,1.220526,0.0,0.0,0.0,0.005546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473633,0.0,0.0,0.0,0.0,0.0,0.0,0.011766,0.017618,0.012641,0.005546,0.005546,0.0,0.0,0.017312,0.0,0.015153,0.005546,0.007095,0.005546,0.0,0.005546,0.0,0.0,0.01886,0.688445,0.0,0.0,0.013586,0.005546,0.01607,0.0,0.005546,0.007095,0.007095,0.0,0.01607,0.0,0.515999,0.0,0.010523,0.0517,0.007095,0.0,0.0,0.0,0.0,0.0,0.011766,0.0,0.0,0.011766,0.162675,0.016701,0.0,0.0,0.0,0.017312,0.028467,0.0,0.0,0.0,0.0,0.043661,0.0,0.0,0.177627,0.130829
firm_65976,0.157524,0.062502,0.471702,0.04743,0.12168,0.208707,0.263946,1.277361,0.185433,0.238671,0.822843,0.0,0.916101,0.0,1.899891,0.118746,1.32495,0.0,0.0,0.0,0.055772,0.0,0.0,0.0,0.0,0.023558,0.0138,0.062017,0.012598,0.0,0.074233,0.023676,0.0,0.008247,0.0,0.023558,0.0,0.024086,0.020082,0.034468,0.027528,0.020668,0.0,0.0138,0.007484,0.077543,0.026641,0.0,0.095728,0.0,0.007484,0.012598,0.03082,0.0,0.043589,0.118601,0.018533,0.043455,0.007484,0.0,0.0138,0.0,0.012598,0.063815,0.0138,0.008247,0.007484,0.0,0.053326,0.0,0.008247,0.0,0.0,0.0,0.0,0.0138,0.0,0.0,0.01777,0.018394,0.0,0.0,0.948253,0.068744,0.012598,0.0,0.0,0.08058,0.160429,0.031805,0.0,0.0,0.027092,0.0,0.0,0.0,0.176905,0.133906
firm_11195,0.749031,0.724575,1.109106,0.29034,0.645498,0.546819,0.065904,1.223727,0.0,0.969498,0.768831,0.0,0.838221,0.0,0.772689,0.243021,1.221576,0.071879,0.0,0.077994,0.0,0.0,0.0,0.0,0.027168,0.0,0.101224,0.102584,0.0,0.0,0.249424,0.0,0.0,0.0,0.0,0.043895,0.0,0.14683,0.204669,0.133475,0.133869,0.050826,0.0,0.086766,0.019936,0.04928,0.029345,0.0,0.029345,0.0,0.050826,0.142641,0.027168,0.071879,0.133314,0.486266,0.09856,0.0,0.069216,0.0,0.029345,0.019936,0.106701,0.164019,0.118938,0.027168,0.164205,0.02396,0.169765,0.0,0.027168,0.070844,0.0,0.0,0.0,0.166683,0.0,0.019936,0.061435,0.029345,0.0,0.070844,0.443906,0.071879,0.041499,0.0,0.0,0.127274,0.340461,0.0,0.0,0.0,0.0,0.019936,0.029345,0.0,0.1769,0.123407
firm_400774330,0.442617,0.542181,0.747879,0.682227,0.46179,0.629061,0.516759,1.003251,0.380835,0.577815,1.114824,0.0,1.091484,0.0,1.003116,0.201348,1.281792,0.03206,0.017137,0.04534,0.070812,0.017137,0.012575,0.0,0.0,0.013088,0.065616,0.09618,0.03206,0.026177,0.509979,0.0,0.0,0.0,0.03206,0.11869,0.0,0.078532,0.026759,0.196191,0.270165,0.048847,0.0,0.084415,0.037173,0.204086,0.143126,0.0,0.18254,0.0,0.035245,0.0,0.012575,0.04534,0.085787,0.361943,0.07035,0.0,0.037242,0.0,0.01851,0.039847,0.041804,0.074331,0.046755,0.035245,0.033666,0.0,0.124221,0.0,0.0,0.039807,0.09068,0.0,0.010997,0.038786,0.0,0.012575,0.170094,0.0,0.04534,0.025663,0.404522,0.13244,0.058237,0.0,0.0,0.217052,0.148984,0.012575,0.0,0.0,0.026177,0.012575,0.01851,0.0,0.176178,0.13374
firm_401103500,0.426048,0.412515,1.219161,0.339867,0.360918,0.223647,0.617322,1.356222,0.531213,0.538608,0.658794,0.0,0.672861,0.0,1.127646,0.380835,1.330449,0.011649,0.011649,0.060313,0.100587,0.0,0.02405,0.0,0.0,0.015188,0.03596,0.220766,0.015188,0.0,0.180401,0.0,0.027589,0.0,0.037914,0.156164,0.0,0.157448,0.080682,0.099122,0.197824,0.042025,0.0,0.024969,0.064181,0.231334,0.241826,0.0,0.15394,0.0,0.052558,0.090274,0.014481,0.0,0.053315,0.317435,0.012401,0.0,0.13681,0.0,0.042958,0.0,0.037761,0.227876,0.067008,0.0,0.0,0.01601,0.095652,0.0,0.011649,0.109719,0.0,0.0,0.0,0.05197,0.0,0.021479,0.12221,0.060114,0.016981,0.024014,0.518564,0.165917,0.0,0.0,0.0,0.101014,0.327917,0.026837,0.031256,0.0,0.0,0.0,0.0,0.0,0.175946,0.132259
firm_48827,0.235428,0.356553,0.816477,0.0,0.161409,0.310155,0.720699,1.42977,0.624915,0.359577,0.383256,0.0,0.757368,0.0,1.613556,0.163479,1.262664,0.0,0.0,0.0,0.080384,0.0,0.0,0.0,0.0,0.088799,0.022254,0.024881,0.0,0.0,0.216717,0.053185,0.0,0.043307,0.0,0.070078,0.0,0.035187,0.094627,0.070078,0.032598,0.015004,0.0,0.055503,0.0,0.266987,0.153307,0.0,0.2251,0.0,0.0,0.10277,0.060435,0.0,0.084039,0.176204,0.045897,0.015004,0.072017,0.0,0.0,0.0,0.0,0.11607,0.040631,0.038181,0.017594,0.020315,0.126013,0.0,0.072457,0.035396,0.0,0.0,0.0,0.020315,0.0,0.030008,0.020315,0.0,0.0,0.024881,0.708316,0.062885,0.020315,0.046324,0.057442,0.149468,0.321908,0.064284,0.0,0.0,0.134712,0.037258,0.0,0.0,0.175528,0.134842
